000004f6,00000218,
000007c5,000008f6,
00000509,00001bc6,
00000d1b,00000e4d,
00000c79,000023d6,
00000947,00001829,
0000122d,00000efe,
000005fb,00002125,
00000f3f,00000357,
00000f4e,00001c43,
000015a1,00001bfd,
0000054f,0000241a,
0000163e,0000243f,
00001254,00001f21,
00000c6c,00001134,
00000cb4,000004de,
00000600,00000468,
0000016f,00002468,
00000811,00000043,
00001688,000012a8,
0000009d,000013dc,
00000d97,00002044,
00001472,00000803,
00001085,00001f85,
000009bc,00001a0d,
00000462,000018e3,
00000e5f,000012ce,
0000143a,00000985,
000005b4,00000d85,
00001361,00002347,
00000235,00001d4d,
0000122d,000013cd,
00000e50,0000062d,
00000164,0000208f,
000006e7,00001e66,
00000108,00002628,
00000f24,00000007,
0000039c,000014ad,
000011ec,0000059f,
0000016d,000004f2,
0000173c,00000015,
00000163,00001971,
000010ae,000001aa,
000013ba,000018c4,
0000038c,000020f2,
00000d85,00001f6a,
000009b7,000024ef,
00000ef9,00000b84,
00000e50,000001a4,
000013d9,0000238a,
00001481,00001a4d,
0000150b,0000053f,
00001706,00001e43,
000010da,00000755,
0000102d,0000037b,
00000f7e,00000225,
0000152a,000008a5,
000010cb,0000020a,
00000e50,00000711,
000009f5,00001cfd,
00000fdd,00000fe3,
0000000e,00000b03,
00000ea2,000025d6,
00001089,000008f2,
0000156c,000014c0,
000000de,00000283,
00001407,00001ce1,
00000fb6,000021de,
00001495,000019b8,
00000923,00002269,
000005ad,00001bc2,
00000f92,00001be8,
00000300,0000026c,
00001637,00000582,
000005a1,000004d8,
00000979,000022f4,
000016db,00001ee4,
00000811,00000583,
0000029b,000017fd,
00000c85,00000516,
00000381,00000c8d,
000013d3,0000041b,
00000554,000024b4,
00000b56,000000d8,
00001189,00001e54,
00000dc6,000013e8,
000005c9,00000750,
000000f7,00001dfc,
0000004d,00001200,
00000541,000026be,
00000eff,000008b0,
00000161,0000182c,
00000e56,00002300,
000014a7,00002108,
000000df,000005a6,
000009a0,0000253e,
0000158d,00001dd3,
00000e50,00000141,
00000ceb,00001ef5,
000002dc,0000094d,
00000c37,00000b5a,
00000600,00002071,
00000c2c,000017c4,
0000084d,00001430,
00000462,00000a01,
00000177,000007f7,
0000071b,000022ac,
00001279,00002660,
000007a7,0000063c,
000012f4,000021f6,
00000972,00000806,
000001a0,000024da,
00000c28,00000a2d,
00001691,000024b0,
000009af,0000020b,
0000044e,00002253,
00000db6,0000093e,
00001321,00000849,
0000122d,0000125f,
0000121c,00000b43,
00000d1b,000008da,
00000127,00000368,
00000e50,00000777,
00000127,00000234,
0000067f,000010ba,
00000e50,0000004f,
00000774,0000207a,
0000122d,00001d36,
00000127,000017c0,
0000087e,00002489,
00000e7c,000020d9,
0000039c,000016aa,
000007e5,0000122c,
000003b7,000005f2,
00000462,00001ab0,
000015ea,00001304,
00000212,00001e69,
000009e4,00001eff,
00000016,00001af0,
000007d1,00001ac5,
0000172a,000010f3,
00000862,000000fa,
00001528,0000209c,
00000e3e,00001eb5,
0000118b,00001a7a,
00000263,00000d37,
00001030,0000196b,
000008b8,00002279,
00000b63,00001c1e,
00000dbe,00000d49,
0000165b,00001f6f,
000002f7,000004d1,
00001252,00001d6f,
00000177,000020f8,
00000774,00001a1e,
00000676,00001fdf,
00000f60,0000236e,
00001013,00002302,
000006cb,00001ac2,
00000e50,00000a15,
0000152e,00002267,
000002d8,00001bac,
0000098f,000024e9,
0000063d,00000ebe,
000011fc,00000708,
0000088f,00000596,
00000351,00000e78,
0000158d,0000218a,
00000761,000012b8,
0000152d,000014d8,
00000462,00001972,
00000e90,0000181e,
00000b85,00002263,
0000008f,0000239e,
00000163,00001b3b,
00000d97,00001332,
0000122e,000013c1,
0000161a,0000215d,
00000cc2,00000ec4,
000002ad,0000118b,
00000ef3,00001b1b,
00000358,000010ff,
00000d83,00001c83,
00000b8a,00001a49,
00000075,0000190b,
00000ad5,00000bf3,
0000001d,0000089f,
000003b3,0000076e,
00000917,000019c0,
000002f1,00000f4d,
00000177,00000c3f,
00000e50,00001019,
00000462,000010e2,
000001b1,00000485,
00001312,00001e7f,
00001589,00000ebf,
00000119,00001d25,
000003a7,000011e6,
0000026d,00001e7e,
00000119,00000f3f,
00000613,0000068f,
00000212,0000107e,
0000013e,0000173c,
0000159e,00000e3c,
00001121,00001524,
00000d97,00001eb2,
00000177,00001345,
0000169e,000024ee,
00000ac8,00000fd2,
00000e90,0000191b,
00001480,000015f4,
00000f4e,000026b4,
00001244,00001003,
000014ca,00001823,
0000085f,00000ee2,
00001065,00000770,
0000054f,00002606,
00000c85,00001337,
00000139,0000023c,
000008ac,0000061c,
00000b3a,00000f2e,
000002d9,000007f0,
00000096,00001b97,
00000d78,000004a2,
00000967,00001f1b,
000003e2,00000c76,
00000362,000025cd,
00001781,0000067e,
0000135d,00002647,
000008f8,0000269a,
0000152d,000003ec,
0000145a,00001378,
000010da,00000282,
0000134b,0000124b,
00000fdc,0000263a,
00000058,000015ba,
0000102e,000024fc,
00000e50,000001e9,
00000f49,0000142b,
00001505,000001dd,
00001719,00002362,
00000177,00002361,
00000e90,00001a08,
000008f8,0000098f,
00000e50,00000204,
00000e56,0000005a,
00000bb1,00001bd4,
00000676,0000175f,
000012d9,00001c82,
00000a4f,000010cf,
00000c28,000007a7,
00000c11,00001891,
00000cfe,00000234,
0000121c,0000236f,
00000462,00001a56,
000005ea,00001492,
00000614,000018b3,
0000136b,00000105,
00000729,0000239f,
00000ef3,000002cf,
0000143b,000024ec,
0000158d,00000114,
0000170b,00001f3f,
0000152d,00001a9a,
000000df,00002243,
000013eb,00001e8a,
0000058b,00001842,
000000c3,00000752,
00000252,0000108b,
000004cb,00002606,
0000141a,000024e8,
000008b8,00001df4,
00000899,0000028e,
000002e5,0000159c,
0000152d,00002072,
00000e50,00000334,
000010a0,00000a8c,
00000c28,000004fd,
00000073,00002083,
00000972,0000002a,
0000061a,0000225a,
000006fd,00001947,
00000f08,00000401,
0000026d,00001bb2,
00000774,00001c84,
000015be,00002014,
000004c0,0000175e,
00000811,00001fd9,
0000159a,00001a9b,
000012b7,00001048,
00000cdb,000017de,
000013ae,00000de8,
00000c28,000020dc,
000003e5,00000c8f,
0000029b,00000228,
0000127e,00000aa2,
000011d0,00000749,
0000012b,00001299,
00000c8d,00000003,
00000a60,00001b7f,
00000cdb,00001cc8,
00000c70,00000f54,
00000084,000003af,
00000d8f,0000234e,
00000ef0,00002273,
00001319,00000486,
00001319,00001228,
00000a07,000002f5,
00000e50,00000343,
0000120b,000023dd,
00000b78,00000d82,
00000453,00000eda,
00001495,00001177,
00000eb6,00000b12,
000007dc,000017f9,
00001053,0000143d,
00000863,0000259d,
000007f8,00001e24,
000015be,0000032d,
00000bd3,0000131e,
000013f9,00001a06,
0000152d,00001236,
000003c1,0000268c,
000004e4,00000ee7,
00001398,00000588,
000007e7,000016e1,
0000136b,00000f44,
00000c60,00000bc4,
000011d0,00001125,
0000038c,000013a5,
000010b8,0000222e,
0000079b,00001e42,
00001603,000019a0,
00000d97,00000dce,
00000381,00000c2d,
00000e50,000006cb,
0000071b,00001008,
00000034,000025ba,
000003c7,000008c0,
00000462,000007b7,
00001136,00002485,
000004bb,0000222e,
00001102,00001f84,
00000462,00000eea,
00000257,00001205,
0000098f,00001a65,
00000aa3,00000417,
00000287,0000168a,
00000119,0000161f,
000000dc,00002495,
00000ca8,00000620,
0000136b,00000938,
0000172f,000023db,
00000ad8,00002129,
00001210,00002329,
00000073,00001df9,
000001a0,0000190a,
000015ea,00000bc6,
0000001c,00001e8e,
000006e0,00000620,
00001719,0000164c,
000012c6,00001590,
000001e6,0000261b,
00001211,0000082d,
00000b3a,00001fe7,
00000e90,00001582,
00000f92,00000b52,
00000177,000014d1,
0000099e,00002380,
00000084,0000072a,
000002e5,0000020f,
00000489,00001f81,
00000e90,0000131c,
00000d85,00000890,
000008b8,00001640,
00000977,00001098,
0000129f,000007bf,
00000316,00000686,
00000b8a,00000bc9,
00001636,0000059b,
000000a7,00001351,
00001120,00001e50,
00000f3f,00001868,
00000af5,000006b0,
00000466,000012e6,
0000131d,00000542,
00000686,000012ba,
000013e8,00000382,
00000b75,00002274,
0000040d,00001195,
0000061f,0000052b,
00000d53,00002187,
0000092e,000002f9,
000008f8,00000507,
00000899,000021a8,
00000a94,00000662,
00000466,00002616,
00000b8a,00001603,
000015be,00000813,
0000127c,00001d81,
00000163,00001ceb,
00001056,00000f50,
0000122d,00002262,
00000714,000018b3,
00000311,00001dc8,
0000008e,0000259d,
00000119,00000649,
000000b2,00000ded,
000002dc,000012a2,
00000f53,00000c5b,
000005ec,000016b2,
00001296,000001f3,
000008b8,000009ce,
00000986,00001246,
00000c3b,0000132e,
00000b3e,000026aa,
00000c03,00000acf,
000009ab,00002494,
000014e7,00001fa5,
0000006d,000014c0,
00001107,0000151d,
000002a8,000007e8,
0000150e,00000662,
0000173c,00002616,
000016c6,000008b3,
000016df,000001dd,
0000122d,00001549,
000009aa,00000bbb,
0000161c,000024a9,
00001311,00001ee1,
00000648,00000ef9,
00000177,00001e40,
000009be,000006bc,
00000e90,000015f9,
000002f1,00002623,
000008f8,00000e32,
00000df3,00000f98,
0000146e,0000028f,
00000c8d,0000183b,
00000462,0000245a,
00000ee6,000018ec,
00001636,00000c8f,
000007e3,00000945,
00000f9a,00001b06,
00000c93,00000999,
00000dcb,000025b1,
00001388,000006b9,
000010bc,000007b6,
0000038e,00001c66,
000008c3,00001e40,
0000132e,00000d54,
0000038c,00001303,
000006a6,00002553,
000003aa,00001dbd,
00000770,00001796,
00000967,0000249e,
00000559,00000bb6,
00000d97,00001d13,
00000cdb,0000074a,
00000869,00000d37,
00001054,00002547,
00000108,00001e02,
00000108,00001b74,
000012d9,00001434,
000014cc,00001bde,
000003b3,00001b12,
00000b63,0000118c,
0000030b,0000230b,
00000917,00001da6,
0000091c,00001f4f,
000005e9,00001da0,
00000210,00001644,
0000167d,00000e4d,
00000559,00001c94,
00000c8d,00002554,
00001458,00001a49,
0000099e,000003e2,
00000381,00000d60,
00000e65,00001872,
00000135,00001967,
00000c85,00000e47,
00000ee0,00001ec2,
000007a4,000014ce,
0000079b,000015df,
00000b37,00001ce7,
00000758,00002335,
00000d00,00001531,
00000fb6,0000225a,
00001252,00000b6f,
00001637,00002086,
00000811,000012d9,
0000173c,00000b4e,
00000b7d,0000184a,
00000108,000009a7,
0000019a,000005ad,
000014b7,000012b3,
0000037d,00001e65,
00000770,000023c4,
0000025f,00001ac6,
00001182,00001075,
00000070,00002484,
0000122d,00001a97,
000004fb,000000b6,
00001028,00001827,
00000020,00001882,
00000cfc,00000c23,
00000b68,00000f27,
00000188,0000125e,
00000589,0000086f,
00000e2d,00001d3b,
00000443,00001133,
00000e50,0000070f,
00000846,0000004f,
0000136b,000007c4,
000009ab,00001332,
00000554,0000167e,
0000040f,00000ea3,
00000164,000005af,
000004ed,00001b1d,
000006b8,000021cf,
00000738,000014f1,
000011fc,00000139,
00000695,000000a7,
00000453,0000138e,
00000e61,00000d75,
00000d62,00001834,
00000dfb,00000a92,
0000118a,00001083,
00000004,000002d9,
000006ef,000011b0,
00000962,00001bb1,
0000126b,00000074,
00000e50,000007c8,
00000554,00001303,
000012ef,000005ed,
000006f2,000003fc,
0000120e,00001728,
00000e50,00000043,
00000772,00001fd9,
00001691,000018ed,
000002d3,00002467,
0000038c,000005e9,
000009ab,000005f2,
000005eb,00000a49,
000013b7,00000e98,
000009d1,0000175e,
00000c38,00000882,
0000038c,00001353,
0000101e,00001699,
0000119b,000025f9,
0000064e,00001983,
00000f4e,0000231c,
000013b9,00001f02,
0000056b,0000131f,
00000d97,000004c9,
00000dc6,000019f2,
0000173e,000023d6,
00000190,000016f9,
0000084c,00001525,
0000122d,00001428,
00000fbf,0000039a,
00000be5,000018b2,
000005de,00001cea,
000010a0,00000f18,
000008f8,00001f57,
0000174e,00001f87,
000007c5,0000002a,
00000d1b,00000f86,
00000c85,00000802,
00001758,00002316,
00000f13,00001328,
00000559,000014c6,
000008f1,0000173a,
00000351,00001618,
00000899,000021bf,
00000986,0000158f,
00000eb4,000011c5,
000013d3,000007fd,
00000f3d,0000182d,
00000eba,00001e97,
0000013e,00001319,
00000e50,000008e7,
00000ef3,00000ae4,
00000108,000012d2,
00001425,00001abb,
00000934,00001cec,
0000122d,00001537,
00000e50,00000b4f,
00000bdd,00000bac,
00000b56,000008f2,
00000278,000007aa,
000006e0,00000028,
0000067a,00000463,
000001cd,00001dd5,
00000119,00000fb7,
0000025f,000018fd,
00001561,000001db,
0000001f,00001e01,
00000108,000015c1,
00001742,00000528,
000016a8,000006da,
00000d40,00001ff9,
00000d97,00001201,
00000c27,000004e9,
0000019e,00001e38,
00000177,00001af4,
00001613,0000076b,
00001308,0000137a,
00000f24,00001f43,
0000136b,00000c46,
00001495,0000167b,
0000088f,000025f1,
00000e0a,00002000,
00000d32,00001ef3,
00000e41,000000b0,
000009a0,00001118,
00000ef3,00002539,
0000088f,00000f0d,
00000ab8,00001d7f,
000011b5,00001403,
000009f8,00000f7d,
00000600,00000936,
00001480,00001e2d,
0000079b,00001219,
000006a4,0000157f,
00000063,0000180a,
00000437,0000214f,
00001637,00002069,
00000b8a,00001b55,
00001449,00001e4a,
0000039c,000014cb,
00000462,00001351,
0000160b,00000865,
00000bb5,00001312,
00000114,000017e6,
00001593,00001745,
00000be5,0000164c,
000004e6,00001f69,
00000d75,00001e7e,
00000d61,000005c7,
0000058b,000015fb,
00000fbe,000014e4,
00001189,00002214,
000011fa,00000bb3,
00000e50,000005fa,
000002d8,00000433,
0000035f,00000659,
000013db,00001bf4,
000000fb,00000641,
0000158d,00002238,
00000780,00001aa1,
0000030f,00000fb9,
00001024,00002528,
00000a60,000017cd,
00000772,000026a8,
0000056b,00001e97,
00000b9b,00000823,
000008b8,00000083,
00000be5,00001b11,
00000ad8,000024f9,
00000df7,000022c5,
00000f3e,000024af,
00000de4,00001c7e,
0000080b,0000015b,
00000acc,0000185d,
00000d78,00000379,
00000212,00002381,
000009d7,000014bc,
00000d97,00000638,
00000c2b,000009ff,
00000ff7,00001cd5,
00000a9c,000023a2,
0000179a,0000188f,
00001244,00001b6d,
0000124a,00000fcb,
000003fb,000023b7,
00000811,00000e72,
00000f45,00001fb1,
00001657,00000ba4,
000004d6,0000131d,
0000152e,00000523,
00001531,00000ec5,
00000c64,00000d75,
00000ca8,000000b2,
0000088f,00002498,
000000df,000002f4,
00001177,000015fe,
00000c28,00000295,
00000b8a,0000111d,
00001721,0000066e,
00000177,00000eda,
0000026c,00002257,
0000056a,000023ca,
0000039c,000014ce,
00000369,000006d5,
00000108,00000cfd,
00000a53,00000449,
00000edf,00001b83,
000006c4,00001b0a,
0000144c,00000fcd,
00001681,00001c99,
00001619,00001ef5,
00000d97,00001394,
00000811,000017ee,
0000169a,000001bd,
000000df,00001401,
000005d2,00001565,
000015fd,0000107e,
000014f7,00000537,
000016c8,00000d2b,
000005b4,00001014,
000002dc,00001426,
0000149e,00001ed7,
00001002,000006d0,
00001327,000019cf,
00000c28,00001ee0,
00000462,00001a40,
0000119e,000000a8,
00000e3d,000011da,
00001045,00001c78,
000012dc,00000793,
00000de4,00000db9,
000015ae,00000f5b,
000009ba,000011de,
00000d4e,00002467,
0000147f,0000080a,
00000bb3,0000040c,
0000113f,00001152,
00000114,00000bd5,
0000121c,00002387,
00000cdb,000022d8,
0000176b,000005bc,
000004a6,000022f2,
00000131,00001d59,
0000039d,00001dfb,
000006f1,00000afe,
000015ae,00001937,
00000862,00000c6d,
0000028e,00000db5,
000009ab,00000184,
000009f5,0000246a,
00000164,00001dd3,
00000eb2,00000267,
00001042,00001b6c,
000014a5,00000bd4,
00000554,00000541,
000016e0,000019b9,
000008a6,000014f9,
0000054f,00001936,
000013b7,00000ad6,
000010ae,00000af5,
000009f5,00000200,
000008be,0000222e,
0000110f,0000079d,
0000158e,000005e6,
00000d4d,00001a2a,
0000034a,0000001c,
000007d8,00000368,
00000108,000009e2,
000016ae,0000177f,
0000047b,00001d09,
00000562,000013ac,
00001447,00000110,
00000aae,00001080,
00000119,000008ad,
0000158d,00001fd9,
000013f3,00001b93,
000012b7,00001283,
000004d4,000012d5,
000000f7,000001e6,
0000163e,00002438,
0000017e,00001fd6,
00001319,00000915,
00000af5,00002617,
00000b3e,000001ee,
00000e50,00000690,
00000695,00000985,
00000107,0000152d,
0000120e,000004f7,
00000108,00000192,
00000d72,00001fc7,
0000005a,0000247f,
00000b3a,00001b21,
00001607,000014b3,
00000899,000002a3,
00000554,000024d9,
00000967,00001ecd,
0000163b,00001d51,
0000131e,00000572,
0000122d,00001481,
00000163,000023fa,
0000031b,00001525,
00000462,0000250c,
00001366,000007ca,
00000186,00000217,
000006ba,00000fec,
0000120e,00000615,
00000a05,00000f2e,
000001aa,000020a1,
00000542,000024a2,
000002b4,000023ad,
000002d6,00001d04,
000009ab,0000143d,
0000054f,0000181a,
00000e50,000001ac,
00000783,0000155b,
0000008d,00000fca,
000007e3,0000230c,
00000527,00000967,
00000541,00000115,
00000d72,000010eb,
00001090,00001a9b,
000003fb,00000e0f,
000008c3,000023a2,
00000bca,000014d6,
00000d72,000020a7,
00000e50,00000f6a,
000002f1,00001b0a,
00000379,00000616,
000001b2,00001478,
0000008a,00001a4a,
00000863,00002592,
00000fcb,00001753,
0000056b,00001c23,
00000955,0000268a,
000007f5,000017be,
00000e50,000009cc,
00000275,00001cc2,
00000575,000004b0,
00000366,00001e63,
00000559,00001211,
00001715,00002118,
0000142c,00000339,
000013c3,000011e0,
